paper_id,doi,title,publication_year,publication_date,cited_by_count,type,authors,concepts
p3481,https://doi.org/10.1007/bf00993345,Trading accuracy for simplicity in decision trees,1994,6/1/1994,77,article,Marko Bohanec; Ivan Bratko,Pruning; Computer science; Decision tree; Simple (philosophy); Tree (set theory)
p3482,https://doi.org/10.1007/978-3-319-46484-8_38,3D-R2N2: A Unified Approach for Single and Multi-view 3D Object Reconstruction,2016,1/1/2016,1667,book-chapter,Christopher Choy; Danfei Xu; JunYoung Gwak; Kai Chen; Silvio Savarese,Computer science; Artificial intelligence; 3D reconstruction; Object (grammar); Computer vision
p3483,https://doi.org/10.1016/j.jneumeth.2005.06.011,Frequency decomposition of conditional Granger causality and application to multivariate neural field potential data,2005,8/16/2005,334,article,Yonghong Chen; Steven L. Bressler; Mingzhou Ding,Granger causality; Multivariate statistics; Econometrics; Causality (physics); Series (stratigraphy)
p3484,https://doi.org/10.1016/j.chbr.2020.100014,Initial validation of the general attitudes towards Artificial Intelligence Scale,2020,1/1/2020,275,article,Astrid Schepman; Paul Rodway,Psychology; Scale (ratio); Valence (chemistry); Discriminant validity; Exploratory factor analysis
p3485,https://doi.org/10.48550/arxiv.1803.05573,Improving GANs Using Optimal Transport,2018,1/1/2018,63,preprint,Tim Salimans; Han Zhang; Alec Radford; Dimitris Metaxas,Discriminative model; Benchmark (surveying); Metric (unit); Generator (circuit theory); Computer science
p3486,https://doi.org/10.1109/icip.2018.8451714,Generative Adversarial Networks and Perceptual Losses for Video Super-Resolution,2018,9/7/2018,41,article,Alice Lucas; Aggelos K. Katsaggelos; Santiago Lopez-Tapuia; Rafael Molina,Adversarial system; Computer science; Perception; Artificial intelligence; Feature (linguistics)
p3487,https://doi.org/10.1109/tpami.2020.2970919,A Style-Based Generator Architecture for Generative Adversarial Networks,2020,1/31/2020,919,article,Tero Karras; Samuli Laine; Timo Aila,Computer science; Generator (circuit theory); Architecture; Interpolation (computer graphics); Generative grammar
p3488,https://doi.org/10.19173/irrodl.v12i3.890,Three generations of distance education pedagogy,2011,3/25/2011,933,article,Terry Anderson; Jon Dron,Distance education; Pedagogy; Community of inquiry; Openness to experience; Social constructivism
p3489,https://doi.org/10.48550/arxiv.1603.05118,Recurrent Dropout without Memory Loss,2016,1/1/2016,76,preprint,Stanislau Semeniuta; Aliaksei Severyn; Erhardt Barth,Recurrent neural network; Dropout (neural networks); Regularization (linguistics); Computer science; Long short term memory
p3490,https://doi.org/10.1109/iccv.2019.00955,Few-Shot Adversarial Learning of Realistic Neural Talking Head Models,2019,10/1/2019,618,article,Egor Zakharov; Aliaksandra Shysheya; Egor Burkov; Victor Lempitsky,Computer science; Artificial intelligence; Generator (circuit theory); Discriminator; Convolutional neural network
p3491,https://doi.org/10.18653/v1/d19-1441,Patient Knowledge Distillation for BERT Model Compression,2019,1/1/2019,538,article,Siqi Sun; Yu Cheng; Zhe Gan; Jun Liu,Computer science; Natural language processing; Distillation; Joint (building); Natural language
p3492,https://doi.org/10.1137/0805023,Proximal Decomposition on the Graph of a Maximal Monotone Operator,1995,5/1/1995,57,article,Philippe Mahey; Said Oualibouch; Pham Dinh Tao,Mathematics; Monotone polygon; Pseudo-monotone operator; Strongly monotone; Combinatorics
p3493,https://doi.org/10.1145/1102351.1102413,Heteroscedastic Gaussian process regression,2005,1/1/2005,173,article,Quoc V. Le; Alex Smola; Stéphane Canu,Heteroscedasticity; Estimator; Computer science; Gaussian process; Kriging
p3494,https://doi.org/10.1186/s12916-019-1426-2,Key challenges for delivering clinical impact with artificial intelligence,2019,10/29/2019,1530,article,Christopher Kelly; Alan Karthikesalingam; Mustafa Suleyman; Greg S. Corrado; Dominic King,Pace; Medicine; Unintended consequences; Health care; Psychological intervention
p3495,https://doi.org/10.1109/tsp.2004.831032,Learning Graphical Models for Stationary Time Series,2004,7/20/2004,121,article,Francis Bach; Michael I. Jordan,Graphical model; Series (stratigraphy); Probabilistic logic; Time series; Computer science
p3496,https://doi.org/10.5271/sjweh.1945,Invariants and noninvariants in the concept of interdependent effects.,1988,4/1/1988,141,article,Sander Greenland; Charles Poole,Referent; Interdependence; Invariant (physics); Equivalence (formal languages); Psychology
p3497,https://doi.org/10.1109/ijcnn.2012.6252544,Transfer learning for Latin and Chinese characters with Deep Neural Networks,2012,6/1/2012,200,article,Dan Cireşan; Ueli Meier; Jürgen Schmidhuber,Computer science; Deep learning; Artificial intelligence; Artificial neural network; Transfer of learning
p3498,https://doi.org/10.1371/journal.pone.0204155,Deep learning in chest radiography: Detection of findings and presence of change,2018,10/4/2018,178,article,Ramandeep Singh; Mannudeep K. Kalra; Chayanin Nitiwarangkul; John A. Patti; Fatemeh Homayounieh,Radiography; Medicine; Radiology; Chest radiograph; Radiological weapon
p3499,https://doi.org/10.1093/nar/gki408,The HHpred interactive server for protein homology detection and structure prediction,2005,6/26/2005,3580,article,Johannes Söding; A. Biegert; Andrei N. Lupas,Pairwise comparison; MODELLER; Biology; Structural alignment; Web server
p3500,https://doi.org/10.21236/ada401496,Data Mining Approaches for Intrusion Detection,2000,10/12/2000,1216,report,Wenke Lee; Salvatore J. Stolfo,Intrusion detection system; Computer science; Data mining; Intrusion; Geology
p3501,https://doi.org/10.1017/jsl.2015.28,PEBBLE GAMES AND LINEAR EQUATIONS,2015,7/22/2015,53,article,Martin Grohe; Martin Otto,Pebble; Isomorphism (crystallography); Equivalence (formal languages); Mathematics; Combinatorics
p3502,https://doi.org/10.1109/icde.2003.1260811,Capturing sensor-generated time series with quality guarantees,2004,5/13/2004,173,article,Iosif Lazaridis; Sharad Mehrotra,Computer science; Series (stratigraphy); Wireless sensor network; Piecewise; Wireless
p3503,https://doi.org/10.1109/tmi.2010.2046908,N4ITK: Improved N3 Bias Correction,2010,4/9/2010,5265,article,Nicholas J. Tustison; Brian Avants; Philip A. Cook; Yuanjie Zheng; A Egan,Computer science; Normalization (sociology); Spline (mechanical); Algorithm; Nonparametric statistics
p3504,https://doi.org/10.1101/200857,Dilated Convolutions for Modeling Long-Distance Genomic Dependencies,2017,10/10/2017,56,preprint,Ankit Gupta; Alexander M. Rush,Computer science; Convolutional neural network; Context (archaeology); Task (project management); Histone
p3505,https://doi.org/10.1007/978-3-030-58452-8_13,End-to-End Object Detection with Transformers,2020,1/1/2020,9116,book-chapter,Nicolas Carion; Francisco Massa; Gabriel Synnaeve; Nicolas Usunier; Alexander Kirillov,Computer science; Object detection; Encoder; Transformer; Artificial intelligence
p3506,https://doi.org/10.1109/cvpr.2018.00755,Few-Shot Image Recognition by Predicting Parameters from Activations,2018,6/1/2018,575,preprint,Siyuan Qiao; Chenxi Liu; Wei Shen; Alan Yuille,Margin (machine learning); Computer science; Artificial intelligence; Inference; Focus (optics)
p3507,https://doi.org/10.2307/1176008,Situated Cognition and the Culture of Learning,1989,1/1/1989,1898,article,John Seely Brown; Alan Collins; Paul Duguid,Situated; Situated cognition; Situated learning; Cognition; Psychology
p3508,https://doi.org/10.1118/1.3528204,The Lung Image Database Consortium (LIDC) and Image Database Resource Initiative (IDRI): A Completed Reference Database of Lung Nodules on CT Scans,2011,1/24/2011,2290,article,Samuel G. Armato; Geoffrey McLennan; Luc Bidaut; Michael F. McNitt‐Gray; Charles R. Meyer,Database; Medicine; Radiology; Medical physics; Medical imaging
p3509,https://doi.org/10.48550/arxiv.1511.06939,Session-based Recommendations with Recurrent Neural Networks,2015,1/1/2015,966,preprint,Balázs Hidasi; Alexandros Karatzoglou; Linas Baltrunas; Domonkos Tikk,Session (web analytics); Recurrent neural network; Computer science; Recommender system; Task (project management)
p3510,https://doi.org/10.18653/v1/w17-5534,Adversarial evaluation for open-domain dialogue generation,2017,1/1/2017,29,article,Elia Bruni; Raquel Fernández,Discriminative model; Adversarial system; Computer science; Open domain; Task (project management)
p3511,https://doi.org/10.1016/j.icte.2018.04.003,Intelligent intrusion detection systems using artificial neural networks,2018,5/1/2018,224,article,Alex Shenfield; David J. Day; Aladdin Ayesh,Intrusion detection system; Artificial neural network; Computer science; Data mining; Artificial intelligence
p3512,https://doi.org/10.5860/choice.40-5251,A course in financial calculus,2003,5/1/2003,155,article,Alison Etheridge,Course (navigation); Calculus (dental); Computer science; Engineering; Medicine
p3513,https://doi.org/10.1016/s0022-2836(03)00628-4,Distinguishing Enzyme Structures from Non-enzymes Without Alignments,2003,7/1/2003,538,article,Paul D. Dobson; Andrew J. Doig,Function (biology); Protein Data Bank; Protein function prediction; Protein secondary structure; Computational biology
p3514,https://doi.org/10.1109/cvpr.2018.00286,Quantization and Training of Neural Networks for Efficient Integer-Arithmetic-Only Inference,2018,6/1/2018,2465,article,Benoit Jacob; Skirmantas Kligys; Bo Chen; Menglong Zhu; Matthew F. Tang,Quantization (signal processing); Inference; Computer science; Floating point; Artificial neural network
p3515,https://doi.org/10.1109/cvpr.2019.00065,Bag of Tricks for Image Classification with Convolutional Neural Networks,2019,6/1/2019,1349,article,Tong He; Zhi Zhang; Hang Zhang; Zhongyue Zhang; Junyuan Xie,Computer science; Convolutional neural network; Artificial intelligence; Transfer of learning; Contextual image classification
p3516,https://doi.org/10.18653/v1/d15-1025,Non-lexical neural architecture for fine-grained POS Tagging,2015,1/1/2015,58,article,Matthieu Labeau; Kevin Löser; Alexandre Allauzen,Computer science; Artificial intelligence; Convolutional neural network; Word (group theory); Natural language processing
p3517,https://doi.org/10.18653/v1/n18-1074,FEVER: a Large-scale Dataset for Fact Extraction and VERification,2018,1/1/2018,1020,article,James Thorne; Andreas Vlachos; Christos Christodoulopoulos; Arpit Mittal,Computer science; Computational linguistics; Scale (ratio); Natural language processing; Volume (thermodynamics)
p3518,https://doi.org/10.1609/aaai.v32i1.12206,Verifying Properties of Binarized Deep Neural Networks,2018,4/26/2018,191,article,Nina Narodytska; Shiva Prasad Kasiviswanathan; Leonid Ryzhyk; Mooly Sagiv; Toby Walsh,Counterexample; Artificial neural network; Deep learning; Computer science; Leverage (statistics)
p3519,https://doi.org/10.18637/jss.v036.i11,Feature Selection with the<b>Boruta</b>Package,2010,1/1/2010,3861,article,Miron B. Kursa; Witold R. Rudnicki,Feature (linguistics); Feature selection; Selection (genetic algorithm); Computer science; R package
p3520,https://doi.org/10.19173/irrodl.v1i1.5,Rethinking the Research Agenda,2000,6/1/2000,82,article,Hilary Perraton,Relevance (law); Context (archaeology); Educational research; Distance education; Sociology
p3521,https://doi.org/10.1007/978-3-030-01216-8_34,Where Are the Blobs: Counting by Localization with Point Supervision,2018,1/1/2018,221,book-chapter,Issam Laradji; Negar Rostamzadeh; Pedro O. Pinheiro; David Vázquez; Mark Schmidt,Pascal (unit); Computer science; Bounding overwatch; Object detection; Artificial intelligence
p3522,https://doi.org/10.1109/mwc.2018.1800365,Optimizing Space-Air-Ground Integrated Networks by Artificial Intelligence,2019,1/14/2019,339,article,Nei Kato; Zubair Md. Fadlullah; Fengxiao Tang; Bomin Mao; Shigenori Tani,Computer science; Quality of experience; Relay; Cellular network; Artificial intelligence
p3523,https://doi.org/10.1103/physreve.80.046122,Similarity index based on local paths for link prediction of complex networks,2009,10/26/2009,639,article,Linyuan Lü; Ci-Hang Jin; Tao Zhou,Computer science; Index (typography); Data mining; Path (computing); Complex network
p3524,https://doi.org/10.1111/rssb.12167,Causal Inference by using Invariant Prediction: Identification and Confidence Intervals,2016,10/11/2016,566,article,Jonas Peters; Peter Bühlmann; Nicolai Meinshausen,Causal inference; Causal model; Inference; Observational study; Econometrics
p3525,https://doi.org/10.1109/cvpr42600.2020.00159,Towards Efficient Model Compression via Learned Global Ranking,2020,6/1/2020,143,article,Ting-Wu Chin; Ruizhou Ding; Cha Zhang; Diana Marculescu,Computer science; Pruning; Latency (audio); FLOPS; Inference
p3526,https://doi.org/10.1103/physrevb.95.245134,Probing many-body localization with neural networks,2017,6/26/2017,135,article,Frank Schindler; Nicolas Regnault; Titus Neupert,Artificial neural network; Quantum entanglement; Perceptron; Computer science; Statistical physics
p3527,https://doi.org/10.1609/icwsm.v8i1.14550,VADER: A Parsimonious Rule-Based Model for Sentiment Analysis of Social Media Text,2014,5/16/2014,4522,article,Cecelia Hutto; Éric Gilbert,Sentiment analysis; Computer science; Artificial intelligence; Support vector machine; Social media
p3528,https://doi.org/10.1093/bioinformatics/btr709,Robust rank aggregation for gene list integration and meta-analysis,2012,1/12/2012,984,article,Raivo Kolde; Sven Laur; Priit Adler; Jaak Vilo,Computer science; Data mining; Outlier; Rank (graph theory); Probabilistic logic
p3529,https://doi.org/10.1016/b978-1-55860-141-3.50030-4,"Integrated Architectures for Learning, Planning, and Reacting Based on Approximating Dynamic Programming",1990,1/1/1990,1364,book-chapter,Richard S. Sutton,Reinforcement learning; Computer science; Dynamic programming; Set (abstract data type); Architecture
p3530,https://doi.org/10.1145/1022630.1022639,A resource--efficient time estimation for wireless sensor networks,2004,10/1/2004,20,article,Daniela Tulone,Clock synchronization; Computer science; Clock drift; Clock skew; Synchronization (alternating current)
p3531,https://doi.org/10.1021/acs.jctc.2c00102,DP Compress: A Model Compression Scheme for Generating Efficient Deep Potential Models,2022,8/4/2022,53,article,Denghui Lu; Wanrun Jiang; Yixiao Chen; Linfeng Zhang; Weile Jia,Computer science; Computation; Deep learning; Boosting (machine learning); Compression (physics)
p3532,https://doi.org/10.1073/pnas.1000080107,Global patterns of 16S rRNA diversity at a depth of millions of sequences per sample,2010,6/3/2010,8413,article,J. Gregory Caporaso; Christian L. Lauber; William A. Walters; Donna Berg-Lyons; Catherine Lozupone,Biology; Sample (material); Illumina dye sequencing; Scale (ratio); Consistency (knowledge bases)
p3533,https://doi.org/10.1109/sp.2017.49,Towards Evaluating the Robustness of Neural Networks,2017,5/1/2017,7395,article,Nicholas Carlini; David Wagner,Adversarial system; Robustness (evolution); Artificial neural network; Computer science; Artificial intelligence
p3534,https://doi.org/10.1037/0096-1523.15.3.419,Guided search: An alternative to the feature integration model for visual search.,1989,1/1/1989,1359,article,Jeremy M. Wolfe; Kyle R. Cave; Susan L. Franzel,Visual search; Feature (linguistics); Computer science; Information retrieval; Artificial intelligence
p3535,https://doi.org/10.1109/cvpr.2019.00595,DM-GAN: Dynamic Memory Generative Adversarial Networks for Text-To-Image Synthesis,2019,6/1/2019,486,article,Minfeng Zhu; Pingbo Pan; Wei Chen; Yi Yang,Computer science; Fuse (electrical); Image (mathematics); Artificial intelligence; Context (archaeology)
p3536,https://doi.org/10.1145/3209978.3210006,Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks,2018,6/27/2018,1442,preprint,Guokun Lai; Wei-Cheng Chang; Yiming Yang; Hanxiao Liu,Leverage (statistics); Computer science; Autoregressive model; Recurrent neural network; Time series
p3537,https://doi.org/10.1007/s12394-010-0053-z,Privacy by Design: essential for organizational accountability and strong business practices,2010,6/3/2010,126,article,Ann Cavoukian; Scott Taylor; Martin Abrams,Accountability; Privacy by Design; Knowledge management; Business; Corporate governance
p3538,https://doi.org/10.5220/0007364503720380,Improving Unsupervised Defect Segmentation by Applying Structural Similarity to Autoencoders,2019,1/1/2019,206,preprint,Paul Bergmann; Sindy Löwe; Michael Fauser; David Sattlegger; Carsten Steger,Artificial intelligence; Computer science; Pattern recognition (psychology); Segmentation; Pixel
p3539,https://doi.org/10.14778/1952376.1952379,"Hyper-local, directions-based ranking of places",2011,2/1/2011,44,article,Petros Venetis; Héctor González; Christian S. Jensen; Alon Halevy,Computer science; Ranking (information retrieval); Exploit; Information retrieval; Granularity
p3540,https://doi.org/10.1109/tnet.2015.2404576,A Traffic Load Balancing Framework for Software-Defined Radio Access Networks Powered by Hybrid Energy Sources,2015,3/19/2015,141,article,Tao Han; Nirwan Ansari,Computer science; Load balancing (electrical power); Base station; Energy consumption; Computer network
p3541,https://doi.org/10.1109/iccv.2005.142,Learning object categories from Google's image search,2005,1/1/2005,724,article,Rob Fergus; Li Fei-Fei; Pietro Perona; Andrew Zisserman,Computer science; Probabilistic latent semantic analysis; Artificial intelligence; Object (grammar); Information retrieval
p3542,https://doi.org/10.18653/v1/2020.acl-main.331,MIND: A Large-scale Dataset for News Recommendation,2020,1/1/2020,332,article,Fangzhao Wu; Ying Qiao; Jiun-Hung Chen; Chuhan Wu; Tao Qi,Chen; Computational linguistics; Natural language processing; Scale (ratio); Computer science
p3543,https://doi.org/10.1023/a:1022689900470,,1991,1/1/1991,4128,article,David W. Aha; Dennis Kibler; Marc K. Albert,Computer science; Decision tree; Machine learning; Artificial intelligence; Noise (video)
p3544,https://doi.org/10.1080/21681163.2015.1124249,Holistic classification of CT attenuation patterns for interstitial lung diseases via deep convolutional neural networks,2016,6/6/2016,252,article,Mingchen Gao; Ulaş Bağcı; Le Lü; Aaron Wu; Mario Buty,Convolutional neural network; Computer science; Workflow; Artificial intelligence; Pattern recognition (psychology)
p3545,https://doi.org/10.1109/cvpr.2012.6247985,Transfer re-identification: From person to set-based verification,2012,6/1/2012,69,article,Wei‐Shi Zheng; Shaogang Gong; Tao Xiang,Computer science; Set (abstract data type); Identification (biology); Artificial intelligence; Data set
p3546,https://doi.org/10.1109/cvprw.2008.4563046,A study of query by semantic example,2008,6/1/2008,12,article,Nikhil Rasiwasia; Nuno Vasconcelos,Computer science; Information retrieval; Semantic space; Semantic computing; Semantic similarity
p3547,https://doi.org/10.18653/v1/p19-1499,HIBERT: Document Level Pre-training of Hierarchical Bidirectional Transformers for Document Summarization,2019,1/1/2019,361,preprint,Xingxing Zhang; Furu Wei; Ming Zhou,Automatic summarization; Computer science; Transformer; Encoder; Artificial intelligence
p3548,https://doi.org/10.1023/a:1007440607681,,1998,1/1/1998,53,article,Zsolt Kalmár; Csaba Szepesvári; András Lőrincz,Reinforcement learning; Computer science; Task (project management); Robot; Artificial intelligence
p3549,https://doi.org/10.18653/v1/d15-1302,A Multi-lingual Annotated Dataset for Aspect-Oriented Opinion Mining,2015,1/1/2015,10,article,Salud María Jiménez-Zafra; Giacomo Berardi; Andrea Esuli; Diego Marcheggiani; María Teresa Martín Valdivia,Computer science; Natural language processing; Sentiment analysis; Information retrieval; Artificial intelligence
p3550,https://doi.org/10.1109/sp.2018.00057,Manipulating Machine Learning: Poisoning Attacks and Countermeasures for Regression Learning,2018,5/1/2018,668,article,Matthew Jagielski; Alina Oprea; Battista Biggio; Chang Liu; Cristina Nita-Rotaru,Computer science; Machine learning; Process (computing); Artificial intelligence; Adversarial machine learning
p3551,https://doi.org/10.1073/pnas.96.12.7011,Sequence anomalies in the Cag7 gene of the <i>Helicobacter pylori</i> pathogenicity island,1999,6/8/1999,31,article,Guoying Liu; Timothy K. McDaniel; Stanley Falkow; Samuel Karlin,Pathogenicity island; Gene; Genetics; Peptide sequence; Biology
p3552,https://doi.org/10.1109/cvpr.2018.00418,DOTA: A Large-Scale Dataset for Object Detection in Aerial Images,2018,6/1/2018,2301,article,Gui-Song Xia; Xiang Bai; Jian Ding; Zhen Zhu; Serge Belongie,Object detection; Artificial intelligence; Computer vision; Object (grammar); Computer science
p3553,https://doi.org/10.1609/icwsm.v4i1.14031,From Tweets to Polls: Linking Text Sentiment to Public Opinion Time Series,2010,5/16/2010,1927,article,Brendan T. O’Connor; Ramnath Balasubramanyan; Bryan Routledge; Noah A. Smith,Public opinion; Polling; Sentiment analysis; Politics; Scale (ratio)
p3554,https://doi.org/10.1148/radiol.2018171820,Current Applications and Future Impact of Machine Learning in Radiology,2018,6/26/2018,698,review,Garry Choy; Omid Khalilzadeh; Mark Michalski; Synho Do; Anthony E. Samir,Medicine; Workflow; Triage; Medical physics; Radiology
p3555,https://doi.org/10.1038/s41598-018-24271-9,Recurrent Neural Networks for Multivariate Time Series with Missing Values,2018,4/11/2018,1705,article,Zhengping Che; Sanjay Purushotham; Kyunghyun Cho; David Sontag; Yan Liu,Missing data; Imputation (statistics); Computer science; Multivariate statistics; Time series
p3556,https://doi.org/10.1109/tmi.2018.2845918,H-DenseUNet: Hybrid Densely Connected UNet for Liver and Tumor Segmentation From CT Volumes,2018,6/11/2018,2003,article,Xiaomeng Li; Hao Chen; Xiaojuan Qi; Qi Dou; Chi‐Wing Fu,Computer science; Segmentation; Artificial intelligence; Convolutional neural network; Pattern recognition (psychology)
p3557,https://doi.org/10.1109/iccv.2019.00145,Similarity-Preserving Knowledge Distillation,2019,10/1/2019,819,article,Fred Tung; Greg Mori,Distillation; Pairwise comparison; Artificial neural network; Computer science; Similarity (geometry)
p3558,https://doi.org/10.1007/978-3-319-55699-4_40,A Graph-Based Push Service Platform,2017,1/1/2017,8,book-chapter,Huifeng Guo; Ruiming Tang; Yunming Ye; Zhenguo Li; Xiuqiang He,Computer science; Recommender system; PageRank; World Wide Web; Graph
p3559,https://doi.org/10.1038/s41592-021-01256-7,Reproducibility standards for machine learning in the life sciences,2021,8/30/2021,159,article,Benjamin J. Heil; Michael M. Hoffman; Florian Markowetz; Su‐In Lee; Casey S. Greene,Workflow; Computer science; Automation; Reproducibility; Data science
p3560,https://doi.org/10.1007/s11948-019-00165-5,"From What to How: An Initial Review of Publicly Available AI Ethics Tools, Methods and Research to Translate Principles into Practices",2019,12/11/2019,449,article,Jessica Morley; Luciano Floridi; Libby Kinsey; Anat Elhalal,Beneficence; Mainstream; Engineering ethics; Autonomy; Typology
p3561,https://doi.org/10.48550/arxiv.2003.10555,ELECTRA: Pre-training Text Encoders as Discriminators Rather Than Generators,2020,1/1/2020,1571,preprint,Kevin Clark; Minh-Thang Luong; Quoc V. Le; Christopher D. Manning,Computer science; Security token; Language model; Generator (circuit theory); Task (project management)
p3562,https://doi.org/10.1109/cvpr.2019.00057,Latent Space Autoregression for Novelty Detection,2019,6/1/2019,449,article,Davide Abati; Angelo Porrello; Simone Calderara; Rita Cucchiara,Novelty detection; Computer science; Anomaly detection; Artificial intelligence; Autoencoder
p3563,https://doi.org/10.1109/cvpr.2015.7298594,Going deeper with convolutions,2015,6/1/2015,43902,article,Christian Szegedy; Wei Liu; Yangqing Jia; Pierre Sermanet; Scott Reed,Computer science; Architecture; Convolutional neural network; Intuition; Artificial intelligence
p3564,https://doi.org/10.1086/209627,Timing of Seasonal Sales,1999,10/1/1999,33,article,Pascal Courty; Hao Li,Business
p3565,https://doi.org/10.22619/ijcsa.2016.100109,Detecting bots using multi-level traffic analysis,2016,11/7/2016,13,article,Matija Stevanovic; Jens Myrup Pedersen,Computer science; Traffic analysis; Transport engineering; Computer security; Engineering
p3566,https://doi.org/10.48550/arxiv.1611.02167,Designing Neural Network Architectures using Reinforcement Learning,2016,1/1/2016,656,preprint,Bowen Baker; Otkrist Gupta; Nikhil Naik; Ramesh Raskar,Reinforcement learning; Computer science; Pooling; Artificial intelligence; Machine learning
p3567,https://doi.org/10.19173/irrodl.v10i3.605,Virtual Spaces: Employing a Synchronous Online Classroom to Facilitate Student Engagement in Online Learning,2009,6/26/2009,601,article,J. Lynn McBrien; Rui Cheng; Phyllis Jones,Distance education; Virtual classroom; Autonomy; Synchronous learning; Educational technology
p3568,https://doi.org/10.5204/jld.v3i1.45,Sharing the journey of facilitator and learner: Online pedagogy in practice,2012,2/19/2012,35,article,Shirley Reushle; Maxine Mitchell,Facilitator; Transformative learning; Nexus (standard); Dilemma; Pedagogy
p3569,https://doi.org/10.1007/978-3-642-35289-8_17,Transformation Invariance in Pattern Recognition – Tangent Distance and Tangent Propagation,2012,1/1/2012,341,book-chapter,Patrice Y. Simard; Yann LeCun; John S. Denker; Bernard Victorri,A priori and a posteriori; Tangent; Computer science; Tangent space; Transformation (genetics)
p3570,https://doi.org/10.18653/v1/s16-1005,CUFE at SemEval-2016 Task 4: A Gated Recurrent Model for Sentiment Classification,2016,1/1/2016,15,article,Mahmoud Nabil; Amir Atyia; Mohamed Aly,SemEval; Computer science; Task (project management); Artificial intelligence; Sentiment analysis
p3571,https://doi.org/10.48550/arxiv.1806.09776,Cross-position Activity Recognition with Stratified Transfer Learning,2018,1/1/2018,24,preprint,Yiqiang Chen; Jindong Wang; Mei‐Yu Huang; Han Yu,Leverage (statistics); Transfer of learning; Computer science; Domain (mathematical analysis); Property (philosophy)
p3572,https://doi.org/10.1117/1.jmi.5.3.036501,DeepLesion: automated mining of large-scale lesion annotations and universal lesion detection with deep learning,2018,7/19/2018,457,article,Ke Yan; Xiaosong Wang; Le Lü; Ronald M. Summers,Medicine; Lesion; Workflow; False positive paradox; Artificial intelligence
p3573,https://doi.org/10.1109/icassp.2016.7472669,Adieu features? End-to-end speech emotion recognition using a deep convolutional recurrent network,2016,3/1/2016,814,article,George Trigeorgis; Fabien Ringeval; Raymond Brueckner; Erik Marchi; Mihalis A. Nicolaou,End-to-end principle; Computer science; Deep learning; Speech recognition; Artificial intelligence
p3574,https://doi.org/10.18653/v1/d17-1238,Why We Need New Evaluation Metrics for NLG,2017,1/1/2017,419,article,Jekaterina Novikova; Ondřej Dušek; Amanda Cercas Curry; Verena Rieser,Computer science; Metric (unit); Artificial intelligence; Grammar; Word (group theory)
p3575,https://doi.org/10.1007/978-3-319-16817-3_8,A+: Adjusted Anchored Neighborhood Regression for Fast Super-Resolution,2015,1/1/2015,1437,book-chapter,Radu Timofte; Vincent De Smet; Luc J. Van Gool,Computer science; Rendering (computer graphics); Artificial intelligence; Pattern recognition (psychology); Image (mathematics)
p3576,https://doi.org/10.1016/j.neuroimage.2012.01.049,"The rapid development of high speed, resolution and precision in fMRI",2012,1/14/2012,120,review,David Feinberg; Essa Yacoub,Temporal resolution; Pulse sequence; Functional magnetic resonance imaging; Diffusion MRI; Computer science
p3577,https://doi.org/10.1109/icassp.2013.6638949,Low-rank matrix factorization for Deep Neural Network training with high-dimensional output targets,2013,5/1/2013,575,article,Tara N. Sainath; Brian Kingsbury; Vikas Sindhwani; Ebru Arısoy; Bhuvana Ramabhadran,Computer science; Rank (graph theory); Vocabulary; Matrix decomposition; Factorization
p3578,https://doi.org/10.1109/72.207612,Recursive dynamic node creation in multilayer neural networks,1993,3/1/1993,45,article,M.R. Azimi-Sadjadi; S. Sheedvash; F.O. Trujillo,Computer science; Backpropagation; Node (physics); Artificial neural network; Algorithm
p3579,https://doi.org/10.48550/arxiv.1812.00890,Anomaly Detection Models for IoT Time Series Data,2018,1/1/2018,36,preprint,Federico Giannoni; Marco Mancini; Federico Marinelli,Anomaly detection; Computer science; Wireless sensor network; Scalability; Real-time computing
p3580,https://doi.org/10.1109/iccv.2019.00622,Deep Reinforcement Active Learning for Human-in-the-Loop Person Re-Identification,2019,10/1/2019,91,article,Zimo Liu; Jingya Wang; Shaogang Gong; Dacheng Tao; Huchuan Lu,Reinforcement learning; Computer science; Artificial intelligence; Active learning (machine learning); Machine learning
p3581,https://doi.org/10.1038/ng.937,Bayesian inference of ancient human demography from individual genome sequences,2011,9/18/2011,597,article,Ilan Gronau; Melissa J. Hubisz; Brad Gulko; Charles G. Danko; Adam Siepel,Coalescent theory; Biology; Evolutionary biology; Genome; Population
p3582,https://doi.org/10.21437/interspeech.2012-6,Recurrent neural networks for noise reduction in robust ASR,2012,9/9/2012,337,article,Andrew L. Maas; Quoc V. Le; Tyler M. O'Neil; Oriol Vinyals; Patrick Nguyen,Noise reduction; Reduction (mathematics); Computer science; Noise (video); Artificial neural network
p3583,https://doi.org/10.1613/jair.3623,Toward Supervised Anomaly Detection,2013,2/20/2013,344,article,Nico Goernitz; Michael Kloft; Konrad Rieck; Ulf Brefeld,Anomaly detection; Artificial intelligence; Computer science; Classifier (UML); Machine learning
p3584,https://doi.org/10.1609/aaai.v24i1.7578,Transfer Learning in Collaborative Filtering for Sparsity Reduction,2010,7/3/2010,366,article,Weike Pan; Evan Wei Xiang; Nathan Liu; Qiang Yang,Collaborative filtering; Computer science; Recommender system; Domain (mathematical analysis); Reduction (mathematics)
